id,source_id,quality_score,rewritten
WEB8-005-094,WEB8-005,0.0000,yes
WEB8-005-095,WEB8-005,0.0000,yes
WEB8-005-096,WEB8-005,0.0000,yes
WEB8-005-097,WEB8-005,0.0000,yes
WEB8-005-098,WEB8-005,0.0000,yes
WEB8-005-099,WEB8-005,0.0000,yes
WEB8-005-100,WEB8-005,0.0000,yes
WEB8-005-101,WEB8-005,0.0000,yes
WEB8-005-102,WEB8-005,0.0000,yes
WEB8-005-103,WEB8-005,0.0000,yes
WEB8-005-104,WEB8-005,0.0000,yes
WEB8-005-105,WEB8-005,0.0000,yes
WEB8-005-106,WEB8-005,0.0000,yes
WEB8-005-107,WEB8-005,0.0000,yes
WEB8-005-108,WEB8-005,0.0000,yes
WEB8-005-109,WEB8-005,0.0000,yes
WEB8-005-110,WEB8-005,0.0000,yes
WEB8-005-111,WEB8-005,0.0000,yes
WEB8-005-112,WEB8-005,0.0000,yes
WEB8-005-113,WEB8-005,0.0000,yes
WEB8-005-114,WEB8-005,0.0000,yes
WEB8-005-115,WEB8-005,0.0000,yes
WEB8-005-116,WEB8-005,0.0000,yes
WEB8-005-117,WEB8-005,0.0000,yes
WEB8-005-118,WEB8-005,0.0000,yes
WEB8-005-119,WEB8-005,0.0000,yes
WEB8-005-120,WEB8-005,0.0000,yes
WEB8-005-121,WEB8-005,0.0000,yes
WEB8-005-122,WEB8-005,0.0000,yes
WEB8-005-123,WEB8-005,0.0000,yes
WEB8-005-124,WEB8-005,0.0000,yes
WEB8-005-125,WEB8-005,0.0000,yes
WEB8-005-126,WEB8-005,0.0000,yes
WEB8-005-127,WEB8-005,0.0000,yes
WEB8-005-128,WEB8-005,0.0000,yes
WEB8-005-129,WEB8-005,0.0000,yes
WEB8-005-130,WEB8-005,0.0000,yes
WEB8-005-131,WEB8-005,0.0000,yes
WEB8-005-132,WEB8-005,0.0000,yes
WEB8-005-133,WEB8-005,0.0000,yes
WEB8-005-134,WEB8-005,0.0000,yes
WEB8-005-135,WEB8-005,0.0000,yes
WEB8-005-136,WEB8-005,0.0000,yes
WEB8-005-137,WEB8-005,0.0000,yes
WEB8-005-138,WEB8-005,0.0000,yes
WEB8-005-139,WEB8-005,0.0000,yes
WEB8-005-140,WEB8-005,0.0000,yes
WEB8-005-141,WEB8-005,0.0000,yes
WEB8-005-142,WEB8-005,0.0000,yes
WEB8-005-143,WEB8-005,0.0000,yes
WEB8-005-144,WEB8-005,0.0000,yes
WEB8-005-145,WEB8-005,0.0000,yes
WEB8-005-146,WEB8-005,0.0000,yes
WEB8-005-147,WEB8-005,0.0000,yes
WEB8-005-148,WEB8-005,0.0000,yes
WEB8-005-149,WEB8-005,0.0000,yes
WEB8-005-150,WEB8-005,0.0000,yes
WEB8-005-151,WEB8-005,0.0000,yes
WEB8-005-152,WEB8-005,0.0000,yes
WEB8-005-153,WEB8-005,0.0000,yes
WEB8-005-154,WEB8-005,0.0000,yes
WEB8-005-155,WEB8-005,0.0000,yes
WEB8-005-156,WEB8-005,0.0000,yes
WEB8-005-157,WEB8-005,0.0000,yes
WEB8-005-158,WEB8-005,0.0000,yes
WEB8-005-159,WEB8-005,0.0000,yes
WEB8-005-160,WEB8-005,0.0000,yes
WEB8-005-161,WEB8-005,0.0000,yes
WEB8-005-162,WEB8-005,0.0000,yes
WEB8-005-163,WEB8-005,0.0000,yes
WEB8-005-164,WEB8-005,0.0000,yes
WEB8-005-165,WEB8-005,0.0000,yes
WEB8-005-166,WEB8-005,0.0000,yes
WEB8-005-167,WEB8-005,0.0000,yes
WEB8-005-168,WEB8-005,0.0000,yes
WEB8-005-169,WEB8-005,0.0000,yes
WEB8-005-170,WEB8-005,0.0000,yes
WEB8-005-171,WEB8-005,0.0000,yes
WEB8-005-172,WEB8-005,0.0000,yes
WEB8-005-173,WEB8-005,0.0000,yes
WEB8-005-174,WEB8-005,0.0000,yes
WEB8-005-175,WEB8-005,0.0000,yes
WEB8-005-176,WEB8-005,0.0000,yes
WEB8-005-177,WEB8-005,0.0000,yes
WEB8-005-178,WEB8-005,0.0000,yes
WEB8-005-179,WEB8-005,0.0000,yes
WEB8-005-180,WEB8-005,0.0000,yes
WEB8-005-181,WEB8-005,0.0000,yes
WEB8-005-182,WEB8-005,0.0000,yes
WEB8-005-183,WEB8-005,0.0000,yes
WEB8-005-184,WEB8-005,0.0000,yes
WEB8-005-185,WEB8-005,0.0000,yes
WEB8-005-186,WEB8-005,0.0000,yes
WEB8-005-187,WEB8-005,0.0000,yes
WEB8-005-188,WEB8-005,0.0000,yes
WEB8-005-189,WEB8-005,0.0000,yes
WEB8-005-190,WEB8-005,0.0000,yes
WEB8-005-191,WEB8-005,0.0000,yes
WEB8-005-192,WEB8-005,0.0000,yes
WEB8-005-193,WEB8-005,0.0000,yes
WEB8-005-194,WEB8-005,0.0000,yes
WEB8-005-195,WEB8-005,0.0000,yes
WEB8-005-196,WEB8-005,0.0000,yes
WEB8-005-197,WEB8-005,0.0000,yes
WEB8-005-198,WEB8-005,0.0000,yes
WEB8-005-199,WEB8-005,0.0000,yes
WEB8-005-200,WEB8-005,0.0000,yes
WEB8-005-201,WEB8-005,0.0000,yes
WEB8-005-202,WEB8-005,0.0000,yes
WEB8-005-203,WEB8-005,0.0000,yes
WEB8-005-204,WEB8-005,0.0000,yes
WEB8-005-205,WEB8-005,0.0000,yes
WEB8-005-206,WEB8-005,0.0000,yes
WEB8-005-207,WEB8-005,0.0000,yes
WEB8-005-208,WEB8-005,0.0000,yes
WEB8-005-209,WEB8-005,0.0000,yes
WEB8-005-210,WEB8-005,0.0000,yes
WEB8-005-211,WEB8-005,0.0000,yes
WEB8-005-212,WEB8-005,0.0000,yes
WEB8-005-213,WEB8-005,0.0000,yes
WEB8-005-214,WEB8-005,0.0000,yes
WEB8-005-215,WEB8-005,0.0000,yes
WEB8-005-216,WEB8-005,0.0000,yes
WEB8-005-217,WEB8-005,0.0000,yes
WEB8-005-218,WEB8-005,0.0000,yes
WEB8-005-219,WEB8-005,0.0000,yes
WEB8-005-220,WEB8-005,0.0000,yes
WEB8-005-221,WEB8-005,0.0000,yes
WEB8-005-222,WEB8-005,0.0000,yes
WEB8-005-223,WEB8-005,0.0000,yes
WEB8-005-224,WEB8-005,0.0000,yes
WEB8-005-225,WEB8-005,0.0000,yes
WEB8-005-226,WEB8-005,0.0000,yes
WEB8-005-227,WEB8-005,0.0000,yes
WEB8-005-228,WEB8-005,0.0000,yes
WEB8-005-229,WEB8-005,0.0000,yes
WEB8-005-230,WEB8-005,0.0000,yes
WEB8-005-231,WEB8-005,0.0000,yes
WEB8-005-232,WEB8-005,0.0000,yes
WEB8-005-233,WEB8-005,0.0000,yes
WEB8-005-234,WEB8-005,0.0000,yes
WEB8-005-235,WEB8-005,0.0000,yes
WEB8-005-236,WEB8-005,0.0000,yes
WEB8-005-237,WEB8-005,0.0000,yes
WEB8-005-238,WEB8-005,0.0000,yes
WEB8-005-239,WEB8-005,0.0000,yes
WEB8-005-240,WEB8-005,0.0000,yes
WEB8-005-241,WEB8-005,0.0000,yes
WEB8-005-242,WEB8-005,0.0000,yes
WEB8-005-243,WEB8-005,0.0000,yes
WEB8-005-244,WEB8-005,0.0000,yes
WEB8-005-245,WEB8-005,0.0000,yes
WEB8-005-246,WEB8-005,0.0000,yes
WEB8-005-247,WEB8-005,0.0000,yes
WEB8-005-248,WEB8-005,0.0000,yes
WEB8-005-249,WEB8-005,0.0000,yes
WEB8-005-250,WEB8-005,0.0000,yes
WEB8-005-251,WEB8-005,0.0000,yes
WEB8-005-252,WEB8-005,0.0000,yes
WEB8-005-253,WEB8-005,0.0000,yes
WEB8-005-254,WEB8-005,0.0000,yes
WEB8-005-255,WEB8-005,0.0000,yes
WEB8-005-256,WEB8-005,0.0000,yes
WEB8-005-257,WEB8-005,0.0000,yes
WEB8-005-258,WEB8-005,0.0000,yes
WEB8-005-259,WEB8-005,0.0000,yes
WEB8-005-260,WEB8-005,0.0000,yes
WEB8-005-261,WEB8-005,0.0000,yes
WEB8-005-262,WEB8-005,0.0000,yes
WEB8-005-263,WEB8-005,0.0000,yes
WEB8-005-264,WEB8-005,0.0000,yes
WEB8-005-265,WEB8-005,0.0000,yes
WEB8-005-266,WEB8-005,0.0000,yes
WEB8-005-267,WEB8-005,0.0000,yes
WEB8-005-268,WEB8-005,0.0000,yes
WEB8-005-269,WEB8-005,0.0000,yes
WEB8-005-270,WEB8-005,0.0000,yes
WEB8-005-271,WEB8-005,0.0000,yes
WEB8-005-272,WEB8-005,0.0000,yes
WEB8-005-273,WEB8-005,0.0000,yes
WEB8-005-274,WEB8-005,0.0000,yes
WEB8-005-275,WEB8-005,0.0000,yes
WEB8-005-276,WEB8-005,0.0000,yes
WEB8-005-277,WEB8-005,0.0000,yes
WEB8-005-278,WEB8-005,0.0000,yes
WEB8-005-279,WEB8-005,0.0000,yes
WEB8-005-280,WEB8-005,0.0000,yes
WEB8-005-281,WEB8-005,0.0000,yes
WEB8-005-282,WEB8-005,0.0000,yes
WEB8-005-283,WEB8-005,0.0000,yes
WEB8-005-284,WEB8-005,0.0000,yes
WEB8-005-285,WEB8-005,0.0000,yes
WEB8-005-286,WEB8-005,0.0000,yes
WEB8-005-287,WEB8-005,0.0000,yes
WEB8-005-288,WEB8-005,0.0000,yes
WEB8-005-289,WEB8-005,0.0000,yes
WEB8-005-290,WEB8-005,0.0000,yes
WEB8-005-291,WEB8-005,0.0000,yes
WEB8-005-292,WEB8-005,0.0000,yes
WEB8-005-293,WEB8-005,0.0000,yes
WEB8-005-294,WEB8-005,0.0000,yes
WEB8-005-295,WEB8-005,0.0000,yes
WEB8-005-296,WEB8-005,0.0000,yes
WEB8-005-297,WEB8-005,0.0000,yes
WEB8-005-298,WEB8-005,0.0000,yes
WEB8-005-299,WEB8-005,0.0000,yes
WEB8-005-300,WEB8-005,0.0000,yes
WEB8-005-301,WEB8-005,0.0000,yes
WEB8-005-302,WEB8-005,0.0000,yes
WEB8-005-303,WEB8-005,0.0000,yes
WEB8-005-304,WEB8-005,0.0000,yes
WEB8-005-305,WEB8-005,0.0000,yes
WEB8-005-306,WEB8-005,0.0000,yes
WEB8-005-307,WEB8-005,0.0000,yes
WEB8-005-308,WEB8-005,0.0000,yes
WEB8-005-309,WEB8-005,0.0000,yes
WEB8-005-310,WEB8-005,0.0000,yes
WEB8-005-311,WEB8-005,0.0000,yes
WEB8-005-312,WEB8-005,0.0000,yes
WEB8-005-313,WEB8-005,0.0000,yes
WEB8-005-314,WEB8-005,0.0000,yes
WEB8-005-315,WEB8-005,0.0000,yes
WEB8-005-316,WEB8-005,0.0000,yes
WEB8-005-317,WEB8-005,0.0000,yes
WEB8-005-318,WEB8-005,0.0000,yes
WEB8-005-319,WEB8-005,0.0000,yes
WEB8-005-320,WEB8-005,0.0000,yes
WEB8-005-321,WEB8-005,0.0000,yes
WEB8-005-322,WEB8-005,0.0000,yes
WEB8-005-323,WEB8-005,0.0000,yes
WEB8-005-324,WEB8-005,0.0000,yes
WEB8-005-325,WEB8-005,0.0000,yes
WEB8-005-326,WEB8-005,0.0000,yes
WEB8-005-327,WEB8-005,0.0000,yes
WEB8-005-328,WEB8-005,0.0000,yes
WEB8-005-329,WEB8-005,0.0000,yes
WEB8-005-330,WEB8-005,0.0000,yes
WEB8-005-331,WEB8-005,0.0000,yes
WEB8-005-332,WEB8-005,0.0000,yes
WEB8-005-333,WEB8-005,0.0000,yes
WEB8-005-334,WEB8-005,0.0000,yes
WEB8-005-335,WEB8-005,0.0000,yes
WEB8-005-336,WEB8-005,0.0000,yes
WEB8-005-337,WEB8-005,0.0000,yes
WEB8-005-338,WEB8-005,0.0000,yes
WEB8-005-339,WEB8-005,0.0000,yes
WEB8-005-340,WEB8-005,0.0000,yes
WEB8-005-341,WEB8-005,0.0000,yes
WEB8-005-342,WEB8-005,0.0000,yes
WEB8-005-343,WEB8-005,0.0000,yes
WEB8-005-344,WEB8-005,0.0000,yes
WEB8-005-345,WEB8-005,0.0000,yes
WEB8-005-346,WEB8-005,0.0000,yes
WEB8-005-347,WEB8-005,0.0000,yes
WEB8-005-348,WEB8-005,0.0000,yes
WEB8-005-349,WEB8-005,0.0000,yes
WEB8-005-350,WEB8-005,0.0000,yes
WEB8-005-351,WEB8-005,0.0000,yes
WEB8-005-352,WEB8-005,0.0000,yes
WEB8-005-353,WEB8-005,0.0000,yes
WEB8-005-354,WEB8-005,0.0000,yes
WEB8-005-355,WEB8-005,0.0000,yes
WEB8-005-356,WEB8-005,0.0000,yes
WEB8-005-357,WEB8-005,0.0000,yes
WEB8-005-358,WEB8-005,0.0000,yes
WEB8-005-359,WEB8-005,0.0000,yes
WEB8-005-360,WEB8-005,0.0000,yes
WEB8-005-361,WEB8-005,0.0000,yes
WEB8-005-362,WEB8-005,0.0000,yes
WEB8-005-363,WEB8-005,0.0000,yes
WEB8-005-364,WEB8-005,0.0000,yes
WEB8-005-365,WEB8-005,0.0000,yes
WEB8-005-366,WEB8-005,0.0000,yes
WEB8-005-367,WEB8-005,0.0000,yes
WEB8-005-368,WEB8-005,0.0000,yes
WEB8-005-369,WEB8-005,0.0000,yes
WEB8-005-370,WEB8-005,0.0000,yes
WEB8-005-371,WEB8-005,0.0000,yes
WEB8-005-372,WEB8-005,0.0000,yes
WEB8-005-373,WEB8-005,0.0000,yes
WEB8-005-374,WEB8-005,0.0000,yes
WEB8-005-375,WEB8-005,0.0000,yes
WEB8-005-376,WEB8-005,0.0000,yes
WEB8-005-377,WEB8-005,0.0000,yes
WEB8-005-378,WEB8-005,0.0000,yes
WEB8-005-379,WEB8-005,0.0000,yes
WEB8-005-380,WEB8-005,0.0000,yes
WEB8-005-381,WEB8-005,0.0000,yes
WEB8-005-382,WEB8-005,0.0000,yes
WEB8-005-383,WEB8-005,0.0000,yes
WEB8-005-384,WEB8-005,0.0000,yes
WEB8-005-385,WEB8-005,0.0000,yes
WEB8-005-386,WEB8-005,0.0000,yes
WEB8-005-387,WEB8-005,0.0000,yes
WEB8-005-388,WEB8-005,0.0000,yes
WEB8-005-389,WEB8-005,0.0000,yes
WEB8-005-390,WEB8-005,0.0000,yes
WEB8-005-391,WEB8-005,0.0000,yes
WEB8-005-392,WEB8-005,0.0000,yes
WEB8-005-393,WEB8-005,0.0000,yes
WEB8-005-394,WEB8-005,0.0000,yes
WEB8-005-395,WEB8-005,0.0000,yes
WEB8-005-396,WEB8-005,0.0000,yes
WEB8-005-397,WEB8-005,0.0000,yes
WEB8-005-398,WEB8-005,0.0000,yes
WEB8-005-399,WEB8-005,0.0000,yes
WEB8-005-400,WEB8-005,0.0000,yes
WEB8-005-401,WEB8-005,0.0000,yes
WEB8-005-402,WEB8-005,0.0000,yes
WEB8-005-403,WEB8-005,0.0000,yes
WEB8-005-404,WEB8-005,0.0000,yes
WEB8-005-405,WEB8-005,0.0000,yes
WEB8-005-406,WEB8-005,0.0000,yes
WEB8-005-407,WEB8-005,0.0000,yes
WEB8-005-408,WEB8-005,0.0000,yes
WEB8-005-409,WEB8-005,0.0000,yes
WEB8-005-410,WEB8-005,0.0000,yes
WEB8-005-411,WEB8-005,0.0000,yes
WEB8-005-412,WEB8-005,0.0000,yes
WEB8-005-413,WEB8-005,0.0000,yes
WEB8-005-414,WEB8-005,0.0000,yes
WEB8-005-415,WEB8-005,0.0000,yes
WEB8-005-416,WEB8-005,0.0000,yes
WEB8-005-417,WEB8-005,0.0000,yes
WEB8-005-418,WEB8-005,0.0000,yes
WEB8-005-419,WEB8-005,0.0000,yes
WEB8-005-420,WEB8-005,0.0000,yes
WEB8-005-421,WEB8-005,0.0000,yes
WEB8-005-422,WEB8-005,0.0000,yes
WEB8-005-423,WEB8-005,0.0000,yes
WEB8-005-424,WEB8-005,0.0000,yes
WEB8-005-425,WEB8-005,0.0000,yes
WEB8-005-426,WEB8-005,0.0000,yes
WEB8-005-427,WEB8-005,0.0000,yes
WEB8-005-428,WEB8-005,0.0000,yes
WEB8-005-429,WEB8-005,0.0000,yes
WEB8-005-430,WEB8-005,0.0000,yes
WEB8-005-431,WEB8-005,0.0000,yes
WEB8-005-432,WEB8-005,0.0000,yes
WEB8-005-433,WEB8-005,0.0000,yes
WEB8-005-434,WEB8-005,0.0000,yes
WEB8-005-435,WEB8-005,0.0000,yes
WEB8-005-436,WEB8-005,0.0000,yes
WEB8-005-437,WEB8-005,0.0000,yes
WEB8-005-438,WEB8-005,0.0000,yes
WEB8-005-439,WEB8-005,0.0000,yes
WEB8-005-440,WEB8-005,0.0000,yes
WEB8-005-441,WEB8-005,0.0000,yes
WEB8-005-442,WEB8-005,0.0000,yes
WEB8-005-443,WEB8-005,0.0000,yes
WEB8-005-444,WEB8-005,0.0000,yes
WEB8-005-445,WEB8-005,0.0000,yes
WEB8-005-446,WEB8-005,0.0000,yes
WEB8-005-447,WEB8-005,0.0000,yes
WEB8-005-448,WEB8-005,0.0000,yes
WEB8-005-449,WEB8-005,0.0000,yes
WEB8-005-450,WEB8-005,0.0000,yes
WEB8-005-451,WEB8-005,0.0000,yes
WEB8-005-452,WEB8-005,0.0000,yes
WEB8-005-453,WEB8-005,0.0000,yes
WEB8-005-454,WEB8-005,0.0000,yes
WEB8-005-455,WEB8-005,0.0000,yes
WEB8-005-456,WEB8-005,0.0000,yes
WEB8-005-457,WEB8-005,0.0000,yes
WEB8-005-458,WEB8-005,0.0000,yes
WEB8-005-459,WEB8-005,0.0000,yes
WEB8-005-460,WEB8-005,0.0000,yes
WEB8-005-461,WEB8-005,0.0000,yes
WEB8-005-462,WEB8-005,0.0000,yes
WEB8-005-463,WEB8-005,0.0000,yes
WEB8-005-464,WEB8-005,0.0000,yes
WEB8-005-465,WEB8-005,0.0000,yes
WEB8-005-466,WEB8-005,0.0000,yes
WEB8-005-467,WEB8-005,0.0000,yes
WEB8-005-468,WEB8-005,0.0000,yes
WEB8-005-469,WEB8-005,0.0000,yes
WEB8-005-470,WEB8-005,0.0000,yes
WEB8-005-471,WEB8-005,0.0000,yes
WEB8-005-472,WEB8-005,0.0000,yes
WEB8-005-473,WEB8-005,0.0000,yes
WEB8-005-474,WEB8-005,0.0000,yes
WEB8-005-475,WEB8-005,0.0000,yes
WEB8-005-476,WEB8-005,0.0000,yes
WEB8-005-477,WEB8-005,0.0000,yes
WEB8-005-478,WEB8-005,0.0000,yes
WEB8-005-479,WEB8-005,0.0000,yes
WEB8-005-480,WEB8-005,0.0000,yes
WEB8-005-481,WEB8-005,0.0000,yes
WEB8-005-482,WEB8-005,0.0000,yes
WEB8-005-483,WEB8-005,0.0000,yes
WEB8-005-484,WEB8-005,0.0000,yes
WEB8-005-485,WEB8-005,0.0000,yes
WEB8-005-486,WEB8-005,0.0000,yes
WEB8-005-487,WEB8-005,0.0000,yes
WEB8-005-488,WEB8-005,0.0000,yes
WEB8-005-489,WEB8-005,0.0000,yes
WEB8-005-490,WEB8-005,0.0000,yes
WEB8-005-491,WEB8-005,0.0000,yes
WEB8-005-492,WEB8-005,0.0000,yes
WEB8-005-493,WEB8-005,0.0000,yes
WEB8-005-494,WEB8-005,0.0000,yes
WEB8-005-495,WEB8-005,0.0000,yes
WEB8-005-496,WEB8-005,0.0000,yes
WEB8-005-497,WEB8-005,0.0000,yes
WEB8-005-498,WEB8-005,0.0000,yes
WEB8-005-499,WEB8-005,0.0000,yes
WEB8-005-500,WEB8-005,0.0000,yes
WEB8-005-501,WEB8-005,0.0000,yes
WEB8-005-502,WEB8-005,0.0000,yes
WEB8-005-503,WEB8-005,0.0000,yes
WEB8-005-504,WEB8-005,0.0000,yes
WEB8-005-505,WEB8-005,0.0000,yes
WEB8-005-506,WEB8-005,0.0000,yes
WEB8-005-507,WEB8-005,0.0000,yes
WEB8-005-508,WEB8-005,0.0000,yes
WEB8-005-509,WEB8-005,0.0000,yes
WEB8-005-510,WEB8-005,0.0000,yes
WEB8-005-511,WEB8-005,0.0000,yes
WEB8-005-512,WEB8-005,0.0000,yes
WEB8-005-513,WEB8-005,0.0000,yes
WEB8-005-514,WEB8-005,0.0000,yes
WEB8-005-515,WEB8-005,0.0000,yes
WEB8-005-516,WEB8-005,0.0000,yes
WEB8-005-517,WEB8-005,0.0000,yes
WEB8-005-518,WEB8-005,0.0000,yes
WEB8-005-519,WEB8-005,0.0000,yes
WEB8-005-520,WEB8-005,0.0000,yes
WEB8-005-521,WEB8-005,0.0000,yes
WEB8-005-522,WEB8-005,0.0000,yes
WEB8-005-523,WEB8-005,0.0000,yes
WEB8-005-524,WEB8-005,0.0000,yes
WEB8-005-525,WEB8-005,0.0000,yes
WEB8-005-526,WEB8-005,0.0000,yes
WEB8-005-527,WEB8-005,0.0000,yes
WEB8-005-528,WEB8-005,0.0000,yes
WEB8-005-529,WEB8-005,0.0000,yes
WEB8-005-530,WEB8-005,0.0000,yes
WEB8-005-531,WEB8-005,0.0000,yes
WEB8-005-532,WEB8-005,0.0000,yes
WEB8-005-533,WEB8-005,0.0000,yes
WEB8-005-534,WEB8-005,0.0000,yes
WEB8-005-535,WEB8-005,0.0000,yes
WEB8-005-536,WEB8-005,0.0000,yes
WEB8-005-537,WEB8-005,0.0000,yes
WEB8-005-538,WEB8-005,0.0000,yes
WEB8-005-539,WEB8-005,0.0000,yes
WEB8-005-540,WEB8-005,0.0000,yes
WEB8-005-541,WEB8-005,0.0000,yes
WEB8-005-542,WEB8-005,0.0000,yes
WEB8-005-543,WEB8-005,0.0000,yes
WEB8-005-544,WEB8-005,0.0000,yes
WEB8-005-545,WEB8-005,0.0000,yes
WEB8-005-546,WEB8-005,0.0000,yes
WEB8-005-547,WEB8-005,0.0000,yes
WEB8-005-548,WEB8-005,0.0000,yes
WEB8-005-549,WEB8-005,0.0000,yes
WEB8-005-550,WEB8-005,0.0000,yes
WEB8-005-551,WEB8-005,0.0000,yes
WEB8-005-552,WEB8-005,0.0000,yes
WEB8-005-553,WEB8-005,0.0000,yes
WEB8-005-554,WEB8-005,0.0000,yes
WEB8-005-555,WEB8-005,0.0000,yes
WEB8-005-556,WEB8-005,0.0000,yes
WEB8-005-557,WEB8-005,0.0000,yes
WEB8-005-558,WEB8-005,0.0000,yes
WEB8-005-559,WEB8-005,0.0000,yes
WEB8-005-560,WEB8-005,0.0000,yes
WEB8-005-561,WEB8-005,0.0000,yes
WEB8-005-562,WEB8-005,0.0000,yes
WEB8-005-563,WEB8-005,0.0000,yes
WEB8-005-564,WEB8-005,0.0000,yes
WEB8-005-565,WEB8-005,0.0000,yes
WEB8-005-566,WEB8-005,0.0000,yes
WEB8-005-567,WEB8-005,0.0000,yes
WEB8-005-568,WEB8-005,0.0000,yes
